tweet_text,label
 تضرب منك لعدوله,-1.0
دي اخلاق السلف الصالح,1.0
 لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,-1.0
أخرج أهل سوريا من الضيق إلى الفرج,1.0
اللهم اعنى على ترك المعاصى حبا فى نور وجهك,1.0
الحب في الله شيء جميل جدا ,1.0
 الحروف عنده مزغوبه,-1.0
لا تحزن ان الله معك,1.0
 مقرف جداً هذا الشخص !!,-1.0
 مجنون صوتها انا,-1.0
 ﻻ تخليني اسب هون هاااااااات,-1.0
يشم الطيب ويتعطر يا دكتور عمر,1.0
 شعوب تافهه همها الحياة الدنيا ...فكروا في نهايتكم,-1.0
 قسسم انه استهبال باستهبال,-1.0
انا خلينى ساكتة احسن,-1.0
 من جد مجنون ,-1.0
 بنص المقطع سقاله موطبيعيه,-1.0
 يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات ,-1.0
 ليش هيك معجبين على الاردني,-1.0
المهم الدعاء في السجود حتى تغسل عينيك الدموع,1.0
يا رب اسعد قلبي,1.0
الله ايه الجمال ده سبحانك ربي,1.0
ما هيك بيقولوا : للأسف ما عجبت حدا . انت جاهل يا هذا . ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله . انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين . انت هيك تبين انك في قمة الجهل و العار . قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ . انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب,-1.0
 طول عمري بخاف من العوب وسيرة العوب ,-1.0
هذا هو الحب الاصيل الوفي بكل معنى الوفاء,1.0
الله احفظ احبابي و اصدقائي من الحسد و الكيد و الفتنة و العين,1.0
بس أنا مش منهم ولا البنات يلي بالجروبات,-1.0
اللهم ارزقنا ان نكون مثلهم,1.0
لاتحزن : فإن الحسنة بعشرة أمثالها إلى سبعمائة ضعف إلى أضعاف كثيرة ، و السيئة بمثلها إلا أن يعفو ربك و يتجاوز ، فكم لله من كرم ما سمع مثله ! و من جود لا يقاربه جود,1.0
 حسبي الله عليكم ..الله بحاسبكم على كل حد بينفتن بسلبكم ..الله لا يسامحكم,-1.0
 فطست ضحك على الشايب,-1.0
للهم أملأ قلبي بحبك وحب نبيك وحب كل عمل يقربني إلي حبك,1.0
 مين اللي ضآإحك عليهم وقآإيل إن أصوآإتهم حلوة ,-1.0
لقد اتحفتمونا بلجوكم لجيبتنا التي انفجرت بفضلكم و الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لأعيش,-1.0
 لعنكم الله جهنم وبئس المصير ايها العازفووووون ,-1.0
بجد موضوع رائع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا من جميع الفتن ,1.0
المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,-1.0
 سامجين بس يمسخرون المشتركين وقاحه ,-1.0
 الشو اسمو ستار أكاديمي ولا المسخره عل العالم أكاديمي,-1.0
لا مو حلو,-1.0
اللهم ارزقنا الاخلاص في القول و العمل و في السر و العلن و في الرخاء و الشده و في العافيه و المرض و عند الابتلاء,1.0
إنما المؤمنون أخوة,1.0
الله يهدي النفوس,1.0
صباح يغِسلُ گل ما لا يروقني فيً حيٱتيَ و حيٱة ٱحبتيّ و يِجًعلنٱ نتَنفِسْ حُبٱ,1.0
بارك الله فيك يانوسة وجعلها فى ميزان حسناتك,1.0
 هذه رويدا عطيه يا الخبوول,-1.0
و الله ثقف نفسك ده بيقول كلام زى الفل,1.0
علي الطﻻق الي في رجلك يا حجه بتسوى كل سﻻح العرب لمعفن,-1.0
كن انت ذلك الشخص   ,1.0
لا للناووي,-1.0
صباح الإبتسامة مرسومة على محياك .. ربي اجعل حياتي و حياة أحبتي نور على نور,1.0
كتيييير رخيص ومقرف,-1.0
 اسخف لجنة تحكيم شفتها بحياتي,-1.0
روح اكتب اشي زي العالم و الناس بدل ما انت بتتهبل هيك و بتتمسخر يا مسخرة,-1.0
 يشبه رغد مجنونة هيافاء,-1.0
 احس بمرض لاشفت هالبرنامج,-1.0
و الله و الله و الله يا نسور رح ننزل الشارع... وقف الموضوع قبل فوات الاوان,-1.0
 فيديو بايخ,-1.0
 الله الله ياشيخ ابراهيم ..حكم والله يسعد مساااااااك يارب,-1.0
لما اجد فيها الا الجراح,-1.0
مش طبيعي,-1.0
 جورج وسوف حلب مو طبيعي,-1.0
 لبنان وزبالتوا,-1.0
عيب يغني ده السادات ! وده ابن مره ,-1.0
"بس تكون من سكان اربد و تكون قريب على المفاعل النووي في جامعه التكنولوجيا و بتشرب من مياه اربد التي تبعد اقل من 100 متر في باطن الارض "" حوض اليرموك ""عن مركز المفاعل بتقدر تعترض .... وين بدك تصرف المياه التي تخرج من المفاعل ... "" لا تقولوا مفاعل التكنولوجيا تدريبي بس اسمه مفاعل و بتخرج منه مخلفات نوويه "" الدول الاوروبيه بدات الاستغناء عن المفاعلات النوويه ..... عندك مياه بالاردن من اجل تشغيل المفاعل ..... قبل الحكم على الاشخاص الذين يقومون ضد هذا المشروع اسالوا الجولوجيين و اثرها على المياه الجوفية ..... بتحداك اذا بتسال خالد طوقان عن الاثار الجانبيه من الفاعل النووي و جاوبكوا .... كلامي هذا من دكاترة جامعات مختصين في الجولوجيا و اثره على المياه الجوفيه",-1.0
عمدا فيهم ما نستعمل التدفئة و نلبس فروه,-1.0
صباح القشطة,1.0
أنما بعثت لأتم مكارم الأخلاق,1.0
الله يرفعهم الى جهنم جنب القذافي بأسرع وقت لان الظلم زاد عن حده,-1.0
سدئناك يا كذاب,-1.0
روشتة علاج لأخطر الإسقام بارك الله في كاتبها,1.0
ظني بالله جميل,1.0
ما اقسى غربة الروح,-1.0
اللهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين,1.0
إذا غلبك أمر وعجزت عن التعامل معه فكرر ((يا حي يا قيوم برحمتك استغيث)),1.0
 لأن ما بعتقد انو في هالقد عاهات ما بيعرفوا انو صوتهم نشااز لأنو كتيير نشاز وازا في رح تكون حالات استثنائية مو بهاد الكم الكبير,-1.0
 ك فشلوه مره صدق انهم دلوخ,-1.0
اللهم أرضنا و أرضى علينا,1.0
 حرام عليك كانو بقرة بتولد,-1.0
تابعت هذا الجوال من بداية صدوره وقبل اقترابه للعالم العربي .. فعلا يستحق كل هذه الاهمية,-1.0
ما انا شطبت,-1.0
يهدي الله من يشاء,1.0
الشكر لله اولا ثم  ل د.عمر خالد . كان سبب ف أرتد الحجاب,1.0
نستجير بالله,1.0
 قهروني حرام,-1.0
ما أجمل الحياة برضى الله,1.0
و يرزقكم من حيث لا تعلمون,1.0
صدقت يا أستاذ عمر,1.0
 بكره واحد منهم بينتحر لم يضحكو عليه,-1.0
اشتاق للصلاه ودائما ,1.0
ومن خسئ الشيعة اخوان القردة و الخنازير,-1.0
 يا ثقل دمه الاصلع,-1.0
اللهم نقي نفوسنا و أجعلنا لك من المخلصين سرا و جهرا ,1.0
سلمت يمناك كلام من ذهب,1.0
 والله لو طلبوا مين اللي عندو قلب قوي ١٠٠ متر للجري مايتقدم ولا حمار عربي ,-1.0
حتى نعرف نحل مشكلة المجاري بعدين منعمل مفاعلات,-1.0
سلامي عليك ,1.0
 والله عاهات,-1.0
 باللـــه عليكم. ألم تستحيوا من انفسكم قبل قدومكم الى هذا البرنامج. ثم الم تعلموا ان هناك مسابقات لانكر الاصوات في قناة اخرى,-1.0
ونعم بالله العلي العظيم,1.0
ما ازنخك انت و مقالاتك,-1.0
 سامج,-1.0
الله يصبحك برضاه,1.0
قلة ادب ,-1.0
 وقّـف قلبو لحسن الشافعي ,-1.0
فعلا ده صحىح مثلا زى سماع الاغانى التى تلهى عن زكر الله لو تركتها لله ىملا الله قلبك بحبه ولاتشغل بالك الا بذكره,1.0
 حرام ,-1.0
 مبرد وجوهكم,-1.0
لا شو انا مسخرة كلكووو خنازير,-1.0
هههههههههههههههههههههههههههههه ... لا نووي ولا صوبة بواري ... كالعاده نصبه جديده,-1.0
 في ايه يا ولاد الوثخة؟,-1.0
سبحان الله مالك السموات و الارض,1.0
و الله حرام و الله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء و الله حرام,-1.0
هههههههههههههههههههههههههه الحلو انكم بتحكوا على اساس انو الأردن ما فيه فساد و سرقات ...........,-1.0
صح يا اخي صدقت الله يعين الجميع,1.0
ويوجد البديل الطاقة المتجددة !,-1.0
لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,-1.0
وانا 100% بس شكلها هاي مو مدرسة ,-1.0
 اظن انهم حبو وانجرحوا وضاعت عقولهم وما دخل قلوبهم الا اغاني الجروح عشان كذا حافظينها وجايين يقولونها .. اللهم لاشماته ,-1.0
 استغفر الله مجانين يروحون سوبر ستار,-1.0
ما فيها شك,1.0
  سبحان الله غصبن على الي مايرضى ودهم يروحون النار حتى بالحرام موفالحين,-1.0
 هذا انا واغني وانا بالحمام وانتوا .. بكرامه صوتي احلا من العاهات هذيل,-1.0
شكرا لك,1.0
اللهم ارزقني حبك و حب من أحبك و حب عمل يقربني لحبك,1.0
" لا مو حقودين ولا شي , بس الحق يقال ان الكوميديا مو حلوة على الشاميين",-1.0
احسنت و ابدعت و وصفت ما يدور او يجول في راس كل شاب ملتزم و كل فتاه عفيفه نقيه تقيه,1.0
المشكلة في ناس تقنع حالها أنه جورج وسوف له علاقة بالأغاني  ,-1.0
 كسم العته البشرى ,-1.0
دعواتك لنا يا شيخ سلمان بالتوفيق و الفلاح و الظفر و حسن الخاتمة ,1.0
قصه في غايه الروعة,1.0
اقطع راسها وخلص ,-1.0
 حتى بالستايل مقلده الله ياخذ عمره الغبي ,-1.0
 لعن الله المتشبهين من الرجال للنساء,-1.0
لاتنساني من دعائك الصالح شيخنا..,1.0
و إلى أسماء الاسد : كـــس أخـــت زوجـــك :),-1.0
يااااارب إغفر لي ذنبي وأرزقني حبك .هوربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الإستغفار,1.0
ما اجمل الكلام والاروع ان نطبقه,1.0
هات ناس تفهم .. والمثل بحكي اسأل مجرب ولا تسأل خبيير,-1.0
ايارب يتقبل منا,1.0
وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,-1.0
الله يثبتك و ينور طريقنا,1.0
الي انا شايفو انو المفاعل راح ينعمل في الاردن و راح يخدم دول تانية.... يعني مش عشان سواد عيونا...,-1.0
انا لا أحلم ان اغير العالم ولكن احلم بأن استطيع ان ارسم البسمه علي وجوه الآخرين,1.0
"هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم 16 سنة وبعدين بنفكر نعمل نووي "" سلمي "" هههه من الديسي",-1.0
صباح الورد الجوري الحمر والخمري,1.0
 و بعرف حكايات مليانه عاهات مثلكم و مجانين يا صيدااات (جورج وسوف) ,-1.0
انا بحب كل الناس و بتمنالهم الخير,1.0
للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات ,-1.0
 عــرب جـــرب,-1.0
هؤلاء معوقين﻿,-1.0
دلوعه حيوانه﻿,-1.0
يا من يرزق النعاب في عشّه .. هيّء لنا مقادير ,1.0
 هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى احنا شفنها,-1.0
 مابتحكي معه هيك  انزلع لاعاد اشووفك جلطتني,-1.0
الله وكيلك مشحطط اهل دابوق و دير غبار و عبدون و منعم على الفقراء ,-1.0
لو يبطلو سرقه بهالخزينه و الله الشعب ليعيش و لكو ارحمونا حرام عليكم,-1.0
ايه الاحساس الراقى ده,1.0
 رهيب حسن ... تعاالى .. تعاالى ,-1.0
مع مين بتحكي بتول انشالله مع حالك ,-1.0
ونعم بالله عزوجل,1.0
يارب ارزق العزيمة لاتخاذ القرار ويا رب اخلفنا خيرا منه,1.0
الله يبارك فيك ومرحبا يااخي في الاسلام,1.0
نحن في زمن يهان فيه المرء ويكرم فيه الكلب ,-1.0
 الظاهر عقلك تافه من اصحاب العقول المقفلة ,-1.0
انبسط يا عم و افرح,1.0
لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا,1.0
الدين المعاملة و ليس بالمظاهر,1.0
ربي يهديهن,1.0
القدوة الحسنة خير من النصيحة,1.0
صحيح انك سافل,-1.0
والله ايلى اختشه ماتوا ,-1.0
صباحك طيب كطيب المسك و العنبر,1.0
حلمي أن أكون مثل سوشي,1.0
 دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا,-1.0
أحب الله تعالى و رسوله الكريم,1.0
دلوعه جدا مايا﻿,-1.0
 حتى فى التخلف مش فالحين منيح,-1.0
يرزق من يشاء بغير حساب,1.0
 تفو كس امك حمارة,-1.0
يا رب بلغنا رمضان و أنت راضي عنا ,1.0
  يا ربي شو هالولد و الله مجنون مبيستحييش متاكدين انو مغربي,-1.0
كلام سليم ,1.0
 اقسم بالله انه منتهيي ,-1.0
التشائم يقتل الحياة,1.0
 اوووي شكد قااسي ,-1.0
الخشوع أمر مهم جــدا في الصلاة,1.0
من وين انجيب حرام عليكم,-1.0
 عاهات اللهم لاشماته,-1.0
اعنكم الله و تقبل منكم و يسر طريقكم,1.0
اللهم بارك فيك و عليك و ثبتك,1.0
الله يرحمنا برحمته,1.0
اللهم انى استغفرك واتوب اليك,1.0
اللهم انك عفو تحب العفو فاعف عنا,1.0
اجل اسقاط حكومة طروانة,-1.0
ان من صفات الاسلام الامانة,1.0
لا كرامه في الحب والغرام,1.0
يالله ما اروع هائولاء الناس,1.0
جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده,1.0
الحمدلله وربنا يجعلنا من المداومين عليها والخاشعين,1.0
يعطيك العافية ,1.0
 يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمة بالبلد و الباقي كله مكرهة صحية,-1.0
ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين,1.0
المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,-1.0
 هذا ليس مضحك ، بل مخزى ، يا للخزى و العار ,-1.0
تبارك الرحمن اللهم زد فينا وبارك لنا ياارحم الرحمين,1.0
صراحة بخزي من دون مجاملة,-1.0
 هذا اللي بالنص من لجنة الحكم مفكر نفسو وديع الصافي و هو شقفة علاك ,-1.0
بلا هم و بلا وجع راس خليك رايق دايما,1.0
 ازا كان حالك احسن من حالو دوس لايك وقول سبحان الله ,-1.0
يارب اهدنا وقوى عزيمتا الى ما تحب وترضى,1.0
ياسلام حلوشديد,1.0
صباح الخير لك ياشيخ ... لكم كلماتك دائما تشعرني بالامان و السكينة و الرضي بما كتب الله ,1.0
كرامتي افضل من سعادتي,1.0
سبحان الله ان الله يرزق الدوده في جوف البحر,1.0
اشداء على الكفار رحماء بينهم,1.0
الحق عالحقير اللي نزل المنشور_بجوز اهله لابسين منه_ولك لاتنزل اشي زي هيك يا؟؟؟!,-1.0
ههههههههههههههههههههه مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق,-1.0
يا حلالي ويا مالي ايوش هييييييييك لازم من زمان,1.0
فعلا الطاقة الشمسية هي البديل و ليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي و تتجة للطاقة البديلة و خصوصا احنا الاردن بلد مشمس عالطول السنة و الكلفة ما اتوقع اكثر من الطاقة النووية,-1.0
فعلا والله هو القرار والثبات عليه,1.0
التفائل حلو في الحياة بس الاهم تكون عايش مع ناس متفائلين مش تكون لحالك المتفائل,1.0
على الأقل هناك رجل وفي لإمرأة أحبها وهذا يسعدني,1.0
 العالم العربي متروس عاهات ,-1.0
وبالمناسبة، اذا على مصادر الطاقة، فالاردن غني بالزيت الصخري، وفش داعي لمصايب جديدة ع البشر والبيئة!,-1.0
انا مع الاخ محمد سلامة بهالموضوع ,-1.0
عجبتني,1.0
 هذا اللي انت فالح فيه بس..كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام,-1.0
هههههههه ولكو ما إحنا ميتين من دون هالوسطه,-1.0
مزعج الي كثييير,-1.0
 يلعن اخت المياعة والبياخة,-1.0
جزاك الله خيرا,1.0
 ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب,-1.0
صباحك مبروك و عدوك مهلوك,1.0
 راغب يجنن,-1.0
 الله يلعن امك وش ها القرف,-1.0
لك كلك ذوق و حكمه,1.0
صباح الهمة و النشاط شيخنا الفاضل,1.0
اللهم اروقنى من يواسينى فى الدنيا والاخر,1.0
الله اكبر و ما من دابتن الا على الله رزقه,1.0
 وش هالتحف والله مساكين ماكلين مقلب بقوه ,-1.0
آخر واحد مهستر,-1.0
يا لطيف ألطف بنا,1.0
اللهم انصر المسلمين و المسلمات في كل مكان,1.0
 اش التفاهه هاذي ......,-1.0
خلص اخرسن انا قرفت اكتر منكن,-1.0
 من اجل هذا تم قدوم ٢٠ الف من الجيش الامريكي,-1.0
"ملاحظه : الكبسه ما بتكهرب والله""",-1.0
"هلأ كففت عن قسوتك..""",-1.0
أحسن شيء العمل الذي يؤدي للاستمرارية,1.0
"لا يوجد كفائات بالأردن قادرة على ادارة هكذا مشروع, أنو تقدم و أنو ازدهار! العالم كلو ببعد عن النووي الا طوقان, شوفو اليابان الكارثة الصارت فيها لو اتصير بالأردن البلد رايحا تتدمر و جيرانها كمان, وهسا متأكد 100 فلسفجي راح يجي يحكيلي عن كفائات البلد, دخيلكو وينها اذا شوارع ما ابنعرف نبني راح يبنو مفاعل!!!!!!!!",-1.0
إن الدين عند الله الإسلام .. هذا هو الدين الذي يجب أن يعتنقه كل إنسان علي وجه الأرض وليس العرب فقط .. اللهم أهدي غير المسلمين إلي دين الإسلام ,1.0
وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجأ لنا الا لله,1.0
يلعنك نذل ,-1.0
اللهم اعنا ع ترك كل ما لا ترضي ,1.0
الهم اجرنا من الظلم ولا تجعلنا من الظا لمين,-1.0
ربنا يصلح احوالنا يا رب ظاهرا و باطن,1.0
 اموت فيج رويده,-1.0
 بالفعل لازم كل واحد بيتكلم عن الدين اقل مافيها يلتزم باقل مبادئه عشان يكون قدوة مش ييخلي الناس تقول هو ده الدين,1.0
الا يكفي ان نسبة مرضى السرطان في الاردن اعلى نسبة عالميه بسبب مفاعل دايمونه الاسرائيلي .و بكل جهل نضعهه في بلدنا؟؟؟؟؟؟؟؟؟؟؟؟؟؟,-1.0
اخرسي صحيح ما تفهمي,-1.0
شو بدو بهالشوفه ؟؟؟؟؟؟؟؟؟؟؟,-1.0
فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه ..جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار  ,1.0
يا ريت لو يعملوا دورات قبل الزواج ,1.0
كن كما أنت و لا تتغير من أجل أحد,1.0
 كسم البرامج العربية متخلفة بنت شرموطة,-1.0
 ابو الشباب راعي العود ليش ماوزنه في البيت غباء,-1.0
 الرابع سكران,-1.0
موضوع اكتر من رآئع ...,1.0
فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا,1.0
واو حلو,-1.0
 ولا مستحيل يطلع واحد يفشل نفسه كذا,-1.0
 بس الحكام ماعندهم ذوق للأسف,-1.0
 يلعن ابو التفاهه,-1.0
 مسوي انه مندهش,-1.0
 اصلن صاحب البرنامج ماخذ شباب الامه مصخره,-1.0
 بوركت جهودك و سلمت اناملك,1.0
كل الاحترام,1.0
التقدم والازدهار يكون مرتبط بقواعد الأمن قبل الشروع في بناء المفاعل عليكم قراءة التقارير الصادرة عن هيئة الطاقة و المخاطر التي سيجنيها الأردن جراء انشاء المفاعل يا عزيزي ديمونه انتهى عمره و سيكون المفاعل الاردني بديل في أرض ستكون مكباً للنفايات النوويةة المطلع الله,-1.0
بطلت كتير وكل ما ابطل والتزم مع ربنا برجع تاني وكل اما ارجع ارجع اكتر من الاول,1.0
 ههههههه والله صدقتي همة اصعب شئ الستين سنة الاوليات,-1.0
الرفض القاطع للمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب و يصير اغلى من الكهربا لانه للاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلاليين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه و تروح لاطراف خارجيه خالرج اطار حاجة العامه,-1.0
لإنه النووي ضرره علينا اكتر بكتير من فوائده ,-1.0
اللهم اغننا بحلالك عن حرامك و اغننا بفضلك عمن سواك,1.0
"اخبار ""مسخرة"".....!!!!",-1.0
ابدأ بنفسى الأول اغيرها,1.0
والله احنا مو ناقصنا وجع قلب ... بس ضايل علينا النووي .... و صحة البشر مش برضو خطية المسؤولين ... و ﻻ خلص ما عاد في شي فارق !!!! والله عحب,-1.0
لا احدالاخوة,-1.0
ربنا أصلح أحوالنا,1.0
 لجنة فاشله تتمسخر على المتقدمين ,-1.0
شو بدو بهالسّحنه,-1.0
يا رب كن لي وكيل,1.0
ان شاء الله يتقبل الله صلاتنا و يزيد في صلاتنا الخشوع,1.0
 هنا نجد اصحاب السوء يحضرون بقوة لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم,-1.0
تمام,1.0
إحتمال ما يشارك الليو  االبايخ ,-1.0
 برنامج قديم,-1.0
ربنايحفظك ياشيخ,1.0
اللهم لا تدع لى ذنبا الا غفرتة . اللهم اصلح لى دينى,1.0
اسأل الله عزوجل له الثبات,1.0
يلعن الساعة الي بشرت فيك,-1.0
اجمل حاجه في الحياه كلها اننا نرضي ربنا وبس مش كتير والله علي ربنا بالعكس ده ولا حاجه في نعمته علينا كفايه اننا مسلمين بس الحمد لله ,1.0
"مصر مش عايزة رئيس يحكمها . المصريين شعب مطحون عايز رئيس يحقق له مطالبه ولا يعارضه , زهقنا بقى خلاص",-1.0
ما اروع برنامج الطريق الى الله,1.0
·          رائع والله اصبت القول الاسف لاكن مافي أي حدآ بيستحمل الانتقآد ؟؟,-1.0
 شكلها ملجلجه ,-1.0
لا بقلو بيضه حكي فارط .. احنا الاردنيه ما حد بيطلع معنا براس ..,-1.0
الحمد لله أكسجين يعيد للصدر أنفاسه ، ف تجدها ب الصوت السعيد و الصوت المتئاكل من البكاء,1.0
شغل مشغول قرف يع,-1.0
عمرتنا كانت مميزة جدا ورائعة,1.0
 برنامج معوق ومشاركين معوقين:),-1.0
والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم,1.0
يسعد صباحك بذكر الرحمان,1.0
اللهم اسعد كل انسان,1.0
 نسيانك صعب اكيد ,-1.0
امتنا ما في زيها ,1.0
الله يشافيك و يعافيك من كل داء وهامة أخي سيد الوكيل,1.0
فعلا احس في نفسي دللك,1.0
بدي اروح عمرة الله ييسر,1.0
 والله تحشيش,-1.0
عليك بتقوى الله ان كنت غافلاً ,1.0
 كاميرا خفية في الانحطاط الاخلاقي ,-1.0
بلد يديرها اغبياء و حراميه,-1.0
 اللهم لا شماته ليش ياربي  يحرجوا انفسهم,-1.0
 هم اللي مصخرو انفسهم,-1.0
رب كريم,1.0
الله حيهم ما اكبرهم هالسباب,1.0
ضع امنياتكم في سجده انساها وتاكد ان الله لن ينساها ابدا,1.0
 عاهات,-1.0
ربك دايما جنبك لو ناديتوا ها تلاقه,1.0
 اللهم اجعلني دائما مظلوم,-1.0
اللهم ثبتنا على قيام الليل في رمضان,1.0
يا عالم النواوي خطير ( بحرق الاخضر و اليابس ) غلطة واحده كارثه,-1.0
ايس شراع القرف,-1.0
أفتخر إني مسلم نعمه من نعم ربي,1.0
تحفة,1.0
 .. مسخرة,-1.0
عظيم هو إسلامنا، ,1.0
الله ما يحرمنا من كلماتك الحلوة يا شيخنا,1.0
 سعودي متهور ,-1.0
اللهم احفظني,1.0
بارك الله فيك,1.0
ما شاء الله العطلة مأثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسة كل واحد بكشر من جهة,-1.0
"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية و لكن الأردن لا يمتلك موارد مالية و هذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",-1.0
 شباب صايع مو ملاقي ياكل و مخه فاضي و متخلف عقليا ,-1.0
 مش طبيعي سماكة الدم شو ها عدولة خرب المفطع لشو المبالغة والاوفر يعني,-1.0
والحاجة الي انت بتحبها دي هي مش اكتر من حاجة زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين,1.0
انا فعلا عملت كده والحمدلله بقيت احسن من غير الحجات الي ربنا خدها مني الحمدلله,1.0
 لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه ,-1.0
هذا هو الدين ,1.0
 اي والله سوبر,-1.0
يا رب خد بياايدينا يااجبرنا ياجبار السموات والارض,1.0
اذا لم تقل لا للظلم فسيستمر إلى الابد,1.0
كلام جى فى وقته ,1.0
الاولى من تغيير العالم تغيير النفس التى بداخلنا,
المهم هو الصادق معي الناصح لي,1.0
 اجل الاخير واضح انو بيمثل وتمثيلو خايس هو والخايسين ذولا,-1.0
"""رعب وخوف عاوجهك ياجبان ...",-1.0
عيب عليك ماتستحي,-1.0
ام التحطيم,-1.0
يارب اهدينا للصواب,1.0
الزمن الجميل ,1.0
 ليش محشورين على بعض كذا ؟ خلصت الطاولات مالقو إلا هـ الطاوله الخايسه ,-1.0
 المشاركين بينو للناس انه اللى قايمين على البرنامج حمير,-1.0
من رافق وافق,1.0
ربنا يعنا علي كل شيء,1.0
اللهم اجعلني من يتشرف به الاسلام,1.0
 برامج سخيفة تهدف لهدم الأمة,-1.0
هستوكم ,1.0
فعلا الله يبعدنا عن الكذب,1.0
تليفيزيون المستقبل صار سيء للغاية ما أدري ليش!!,-1.0
كله لايك لا اتفشلوني,-1.0
شو هالافكار الجهنميه يا خال,-1.0
اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم,-1.0
مافى أجمل من قوله يارب ومن يتجه الى الله عز وجل لن يتركه الله ابدا,1.0
اروع صفحة,1.0
كلام حقيقي,1.0
والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي  الحمد لله وخات القرار ,1.0
اللي لازم يصير اضراب جميع موظفي الدوائر الحكوميه و الخاصه لمدة اسبوع و شوف بعدها,-1.0
اطمئن يا قلبى فرزقى لا ياخذة غيرى,1.0
ياااارب قربني إليك وأقترب لي أكثر,1.0
عندك حق أنت أمل جميل و مشرق,1.0
هذا اكيد,1.0
ما شاء الله الله يثبتك,1.0
